instant,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count
6267,2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1,0,4,516,520
6268,2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1,0,8,275,283
6269,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116
6270,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142
6271,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198
6272,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205
6273,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170
6274,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
6275,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307
6276,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465
6277,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377
6278,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282
6279,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171
6280,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129
6281,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107
6282,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82
6283,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86
6284,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45
6285,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45
6286,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18
6287,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0,3,4,7
6288,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1
6289,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0,1,8,9
6290,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0,8,33,41
6291,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0,10,92,102
6292,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138
6293,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205
6294,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286
6295,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369
6296,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384
6297,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427
6298,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499
6299,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404
6300,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364
6301,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246
6302,2012-02-18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188
6303,2012-02-18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148
6304,2012-02-18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114
6305,2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118
6306,2012-02-18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74
6307,2012-02-19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74
6308,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
6309,2012-02-19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48
6310,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15
6311,2012-02-19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
6312,2012-02-19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
6313,2012-02-19,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5
6314,2012-02-19,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14
6315,2012-02-19,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56
6316,2012-02-19,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93
6317,2012-02-19,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191
6318,2012-02-19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226
6319,2012-02-19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
6320,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
6321,2012-02-19,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237
6322,2012-02-19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253
6323,2012-02-19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212
6324,2012-02-19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157
6325,2012-02-19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167
6326,2012-02-19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119
6327,2012-02-19,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103
6328,2012-02-19,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36
6329,2012-02-19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
6330,2012-02-19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35
6331,2012-03-01,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0,1,10,11
6332,2012-03-01,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12
6333,2012-03-01,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6
6334,2012-03-01,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3
6335,2012-03-01,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5
6336,2012-03-01,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18
6337,2012-03-01,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,2,107,109
6338,2012-03-01,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304
6339,2012-03-01,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594
6340,2012-03-01,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286
6341,2012-03-01,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133
6342,2012-03-01,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168
6343,2012-03-01,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220
6344,2012-03-01,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211
6345,2012-03-01,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211
6346,2012-03-01,1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223
6347,2012-03-01,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361
6348,2012-03-01,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600
6349,2012-03-01,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525
6350,2012-03-01,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328
6351,2012-03-01,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254
6352,2012-03-01,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197
6353,2012-03-01,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126
6354,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85
6355,2012-03-02,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46
6356,2012-03-02,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20
6357,2012-03-02,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6
6358,2012-03-02,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3
6359,2012-03-02,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0,0,2,2
6360,2012-03-02,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,0,24,24
6361,2012-03-02,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0,4,88,92
6362,2012-03-02,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,4,258,262
6363,2012-03-02,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549
6364,2012-03-02,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0,15,299,314
6365,2012-03-02,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132
6366,2012-03-02,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194
6367,2012-03-02,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234
6368,2012-03-02,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222
6369,2012-03-02,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205
6370,2012-03-02,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78
6371,2012-03-02,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50
6372,2012-03-02,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128
6373,2012-03-02,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160
6374,2012-03-02,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174
6375,2012-03-02,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100
6376,2012-03-02,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101
6377,2012-03-02,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0,6,69,75
6378,2012-03-02,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,4,19,23
6379,2012-03-03,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22
6380,2012-03-03,1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0,0,44,44
6381,2012-03-03,1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38
6382,2012-03-03,1,1,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21
6383,2012-03-03,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2
6384,2012-03-03,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2
6385,2012-03-03,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7
6386,2012-03-03,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16
6387,2012-03-03,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,2,46,48
6388,2012-03-03,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94
6389,2012-03-03,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0,31,137,168
6390,2012-03-03,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214
6391,2012-03-03,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299
6392,2012-03-03,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339
6393,2012-03-03,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430
6394,2012-03-03,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399
6395,2012-03-03,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467
6396,2012-03-03,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385
6397,2012-03-03,1,1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303
6398,2012-03-03,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225
6399,2012-03-03,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149
6400,2012-03-03,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154
6401,2012-03-03,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134
6402,2012-03-03,1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0,12,94,106
6403,2012-03-04,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72
6404,2012-03-04,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76
6405,2012-03-04,1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80
6406,2012-03-04,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26
6407,2012-03-04,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14
6408,2012-03-04,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5
6409,2012-03-04,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5
6410,2012-03-04,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23
6411,2012-03-04,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66
6412,2012-03-04,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118
6413,2012-03-04,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192
6414,2012-03-04,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256
6415,2012-03-04,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327
6416,2012-03-04,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364
6417,2012-03-04,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332
6418,2012-03-04,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334
6419,2012-03-04,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299
6420,2012-03-04,1,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263
6421,2012-03-04,1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184
6422,2012-03-04,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132
6423,2012-03-04,1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88
6424,2012-03-04,1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79
6425,2012-03-04,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62
6426,2012-03-04,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26
6427,2012-03-05,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17
6428,2012-03-05,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6
6429,2012-03-05,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4
6430,2012-03-05,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1
6431,2012-03-05,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1
6432,2012-03-05,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18
6433,2012-03-05,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91
6434,2012-03-05,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260
6435,2012-03-05,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428
6436,2012-03-05,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197
6437,2012-03-05,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86
6438,2012-03-05,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103
6439,2012-03-05,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0,15,122,137
6440,2012-03-05,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120
6441,2012-03-05,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128
6442,2012-03-05,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130
6443,2012-03-05,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210
6444,2012-03-05,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387
6445,2012-03-05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375
6446,2012-03-05,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226
6447,2012-03-05,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179
6448,2012-03-05,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120
6449,2012-03-05,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78
6450,2012-03-05,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31
6451,2012-03-06,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8
6452,2012-03-06,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6
6453,2012-03-06,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4
6454,2012-03-06,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1
6455,2012-03-06,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3
6456,2012-03-06,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25
6457,2012-03-06,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102
6458,2012-03-06,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275
6459,2012-03-06,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501
6460,2012-03-06,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0,11,222,233
6461,2012-03-06,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0,16,113,129
6462,2012-03-06,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130
6463,2012-03-06,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138
6464,2012-03-06,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164
6465,2012-03-06,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136
6466,2012-03-06,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166
6467,2012-03-06,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250
6468,2012-03-06,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446
6469,2012-03-06,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457
6470,2012-03-06,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287
6471,2012-03-06,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187
6472,2012-03-06,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148
6473,2012-03-06,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106
6474,2012-03-06,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54
6475,2012-03-07,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15
6476,2012-03-07,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5
6477,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4
6478,2012-03-07,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3
6479,2012-03-07,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3
6480,2012-03-07,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18
6481,2012-03-07,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108
6482,2012-03-07,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344
6483,2012-03-07,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566
6484,2012-03-07,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264
6485,2012-03-07,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147
6486,2012-03-07,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161
6487,2012-03-07,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215
6488,2012-03-07,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205
6489,2012-03-07,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175
6490,2012-03-07,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209
6491,2012-03-07,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288
6492,2012-03-07,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612
6493,2012-03-07,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544
6494,2012-03-07,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361
6495,2012-03-07,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260
6496,2012-03-07,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188
6497,2012-03-07,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159
6498,2012-03-07,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62
6499,2012-03-08,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46
6500,2012-03-08,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21
6501,2012-03-08,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11
6502,2012-03-08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3
6503,2012-03-08,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2
6504,2012-03-08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29
6505,2012-03-08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109
6506,2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334
6507,2012-03-08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585
6508,2012-03-08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301
6509,2012-03-08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138
6510,2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204
6511,2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251
6512,2012-03-08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233
6513,2012-03-08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203
6514,2012-03-08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
6515,2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
6516,2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597
6517,2012-03-08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
6518,2012-03-08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416
6519,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302
6520,2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233
6521,2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153
6522,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
6523,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
6524,2012-03-09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
6525,2012-03-09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11
6526,2012-03-09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7
6527,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1
6528,2012-03-09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
6529,2012-03-09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85
6530,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
6531,2012-03-09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501
6532,2012-03-09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284
6533,2012-03-09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
6534,2012-03-09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
6535,2012-03-09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201
6536,2012-03-09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224
6537,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
6538,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
6539,2012-03-09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
6540,2012-03-09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566
6541,2012-03-09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
6542,2012-03-09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244
6543,2012-03-09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159
6544,2012-03-09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
6545,2012-03-09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
6546,2012-03-09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86
6547,2012-03-10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
